video,question,starttime,endtime,frame,timestamp,confidence,success,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67
322,how have you been feeling lately,524.33,572.895,16459.5,548.616666667,0.970361179012,1.0,359.117741427,356.245435528,355.95132716,358.875410837,368.30127572,384.951045953,404.378877229,428.492914266,457.00566118,484.658268176,509.038944444,531.900705075,552.146314129,567.102130316,577.118638546,585.426702332,591.002484225,380.839971193,398.126567901,422.798705761,447.515548697,469.049278464,504.344549383,527.666351166,550.422125514,571.430812757,582.929489026,484.5115,483.528888889,482.6041262,481.565636488,450.050942387,462.920042524,476.222233882,489.905615912,502.302757202,403.021579561,417.892843621,433.593037723,447.555509602,432.554237997,416.819381344,513.906697531,529.471344307,544.5673738,556.364967078,543.975862826,528.809565844,422.207064472,443.203550754,461.287652263,472.557304527,485.355840192,500.925623457,514.611746228,498.886506173,482.657997942,469.164475995,456.608065158,439.710790123,430.41683059,459.340914266,471.148034979,483.907558985,507.450080247,483.479650892,470.661621399,458.6226262,374.513890947,407.886984911,440.870600137,472.709720165,504.468363512,533.132995885,558.253865569,579.594657064,588.547038409,585.705057613,569.873026749,548.276323045,523.504078875,494.610602195,463.426662551,431.118764746,398.001666667,369.03711797,356.469390947,355.930322359,363.644170782,375.803329904,378.679078189,370.658879287,368.27772428,373.657626886,388.26438203,402.918187929,423.113600137,443.255528121,464.395781893,474.426093964,480.71609808,486.175403292,483.345231824,479.732334019,395.530558985,392.465566529,394.015514403,402.246737311,404.375865569,403.19323594,409.150322359,403.256631001,405.218611797,410.861071331,415.648587791,414.186834705,514.855379973,512.159530864,510.719419753,515.369947188,513.448564472,518.207484911,523.593053498,538.449777092,544.111646776,544.116270919,541.505879287,532.256579561,517.115099451,521.121097394,523.698673525,523.717941015,524.08507476,528.040896433,528.058176269,525.194981481
322,have you been diagnosed with depression,462.965,523.205,14793.5,493.083333518,0.969605723451,1.0,333.001752765,333.302587389,336.237089049,342.361184735,355.197807522,374.85909458,396.436251659,421.497136062,450.049856195,476.838769358,499.146258296,519.534794248,536.989031527,548.980981195,556.114134956,561.364903208,563.794305863,353.440136062,369.662134403,394.149486726,419.432826327,442.029736173,477.560590708,499.911736726,522.151144358,543.078771018,554.943386615,459.766819137,460.540541482,461.467419248,462.424967367,431.950648783,445.254004978,458.900073562,472.231310288,484.065310288,378.017568031,392.294982854,407.89319635,422.348298673,407.779193584,392.154362832,488.637148783,503.344745022,518.372465155,530.486401549,518.587576327,503.543903208,408.238889934,428.627091814,446.481888274,457.81782854,469.934852323,485.583843473,499.454740044,485.266346792,469.882310841,456.924861173,444.496215708,426.936737832,416.402274889,445.641014934,457.274670354,469.520601217,492.407615597,469.41806969,457.112577987,445.255050332,388.650043695,422.561810841,456.062003872,487.987509956,518.88053927,545.425996681,567.691845686,585.614431969,591.433446903,585.930004425,567.873990044,544.732656527,519.001879425,489.787531527,458.788990044,426.800251659,394.475762168,379.4964375,365.24496958,362.152180863,367.609308628,378.019781527,377.982107854,368.379461283,364.334230642,368.075891593,381.594945243,404.244837942,424.477020465,444.555361173,465.641954093,478.91369469,483.851040376,488.05461781,484.130759403,479.351506084,404.453349558,400.155118916,400.325888274,407.105148783,410.525151549,410.739636615,408.230498341,401.225044801,401.979158739,406.555518805,412.178660398,411.923974558,522.414862832,517.695011615,514.542528761,518.063050332,514.965576327,518.391334071,522.424563606,538.514554757,545.654159292,547.029111173,545.738417588,538.22778042,523.869325774,524.970474558,526.325707412,525.127207412,523.647287611,529.372372788,530.728071903,529.182575774
323,is there anything you regret,442.63,489.88,13988.5,466.25,0.948496993653,1.0,286.959123413,292.035842736,301.54924189,314.489249647,330.998427362,352.654521157,374.835445698,400.609654443,431.692150917,463.724524683,489.607758815,511.214065585,525.602044429,532.562393512,533.466327221,531.382757405,527.054562059,293.661572638,304.197518336,321.972169252,341.972601551,361.296066291,421.640009168,442.479906206,462.251073343,481.663028209,496.496152327,398.025704513,400.107462623,402.371796897,404.752882934,381.484443583,395.263901269,410.283351904,425.130175599,438.116686883,321.047416784,332.830066291,348.371672073,363.698555712,349.299559238,334.048207334,434.479411848,448.884116361,464.899169958,478.771937236,466.650146685,450.892167137,370.015648801,385.292232017,401.881509873,416.081291255,430.583331453,449.899763047,468.524559944,453.498428773,436.206056417,420.123375882,405.396203103,387.433098025,377.223365303,403.966150917,417.991143865,433.16888787,460.966339915,432.902038787,417.757213681,403.682265162,405.29867701,443.284600846,481.17888646,517.591004231,552.108999295,581.052344147,603.843916079,619.506299718,621.233031735,611.07925811,586.303791961,555.650315233,523.285184767,488.137315938,451.96630536,414.523651622,377.650203103,373.632354725,358.573043018,352.219746121,354.393183357,360.386349788,352.32735402,341.465153032,335.370016925,336.268137518,346.614132581,394.554603667,421.803158674,448.803409027,476.333827221,490.26470945,495.409627645,499.12585402,491.979633286,483.774971791,409.122431594,402.42761354,401.078863893,405.414168547,411.497217913,413.630450635,396.414421016,388.338385755,386.724543724,389.696159379,396.957201693,398.729131876,541.031372355,532.252262341,526.961745416,529.183941467,523.559997179,524.021583921,526.692030324,546.196106488,556.505940056,560.827205924,561.07093653,556.003257405,541.868721439,539.292879408,538.991708745,535.299880818,529.959187588,538.138157969,542.276353315,542.464584626
323,have you ever been diagnosed with p_t_s_d,525.87,531.07,15855.0,528.46666879,0.940912464968,1.0,281.857012739,290.887343949,303.958783439,319.773414013,339.05089172,362.348305732,385.178503185,409.833019108,439.754859873,471.212859873,495.328401274,513.210452229,521.987197452,523.678649682,521.534509554,518.361936306,513.209579618,289.253579618,299.015433121,318.30722293,340.030828025,361.218611465,407.800242038,427.825095541,448.201815287,469.404312102,485.572070064,390.608254777,392.960993631,395.477974522,398.422535032,377.047503185,390.50755414,405.308159236,419.447643312,431.503394904,316.675955414,328.273847134,343.425070064,358.076942675,344.490942675,329.521203822,426.219509554,440.605464968,456.138394904,469.744324841,458.063719745,442.594643312,369.308923567,383.080605096,398.852089172,411.979254777,425.358235669,443.782324841,462.210369427,448.115904459,432.535203822,417.670547771,403.827707006,386.375503185,375.695681529,401.680585987,414.530898089,428.630866242,454.629515924,428.632216561,414.529286624,401.69566242,414.546904459,452.475057325,489.65088535,524.947535032,557.102611465,582.310993631,601.17166879,611.09233121,607.115229299,591.699815287,562.836566879,530.386789809,497.777261146,464.32710828,432.395464968,399.794318471,367.372974522,385.988611465,369.150025478,360.908127389,361.939566879,367.838496815,358.795547771,346.813388535,338.536407643,337.04556051,346.903535032,390.983757962,417.419936306,443.797248408,470.564369427,485.372171975,489.315643312,491.884866242,484.061770701,475.412019108,408.457757962,400.511420382,398.185770701,402.938726115,408.876636943,411.78566879,390.709101911,381.088649682,378.737,381.811458599,389.260490446,391.597764331,533.650076433,524.221082803,518.132636943,519.650471338,513.200636943,513.284847134,515.532808917,534.748681529,545.433050955,550.641242038,551.982573248,548.464961783,533.815127389,529.690019108,528.761458599,524.365414013,518.934815287,526.86644586,532.072980892,533.199834395
323,have you been diagnosed with depression,531.99,534.34,15996.0,533.166661972,0.933886577465,1.0,275.356619718,281.816380282,292.027211268,304.836126761,322.503211268,346.051760563,372.07756338,402.306732394,437.327239437,471.047,495.472915493,512.706,521.722901408,523.551450704,521.368225352,518.074943662,512.168788732,292.245183099,301.668521127,322.072070423,345.528985915,368.349704225,414.956422535,435.324633803,455.435084507,475.768408451,489.970295775,397.283507042,401.208464789,405.270098592,409.581929577,385.080605634,398.921450704,413.718492958,427.403028169,438.80243662,319.451225352,331.654971831,346.724676056,361.800887324,348.339309859,333.488605634,431.601042254,445.959464789,461.036957746,473.556070423,462.803450704,447.869408451,375.451338028,391.201802817,407.367478873,420.141239437,432.678591549,449.553816901,465.900507042,453.160957746,438.470774648,424.638422535,411.527873239,394.107098592,383.167028169,409.426042254,421.911704225,435.167140845,458.652014085,434.60171831,421.44456338,409.075338028,400.650098592,436.265422535,471.226394366,505.605535211,540.674239437,571.049323944,596.354521127,614.10756338,614.299633803,598.504028169,567.484014085,531.741,497.318169014,463.846830986,433.010633803,401.518521127,368.617450704,397.012225352,381.105816901,373.325295775,374.932225352,380.545352113,369.923591549,358.36528169,350.270380282,349.733521127,359.534619718,404.070760563,430.644943662,457.19,484.409450704,495.895830986,500.667732394,504.10784507,496.130014085,486.880140845,419.875028169,413.403380282,411.078042254,414.325197183,420.439,423.399676056,400.763464789,392.842014085,390.868957746,392.767239437,400.175126761,402.101211268,544.568802817,537.508295775,531.969422535,533.596802817,527.317830986,526.646028169,527.610535211,546.755380282,556.429521127,561.402830986,562.492352113,559.241507042,545.322676056,543.24115493,542.372126761,538.047873239,531.429253521,538.790661972,543.683690141,544.503816901
323,how have you been feeling lately,578.57,593.27,17578.5,585.916667421,0.949776291855,1.0,282.61791629,288.233214932,297.883040724,310.317785068,325.702975113,345.974226244,367.119522624,391.821099548,421.624409502,452.840113122,478.518022624,499.923199095,513.596391403,519.535332579,519.546038462,516.857966063,512.35009276,287.682106335,297.710696833,315.100361991,334.545914027,353.351144796,402.13799095,422.515954751,442.330975113,461.944002262,477.335466063,383.83921267,385.554737557,387.435572398,389.525714932,369.527997738,382.295140271,396.228549774,410.253364253,422.770147059,313.101151584,323.643893665,338.178126697,352.554979638,339.353047511,325.040567873,419.465156109,432.697699095,447.700984163,461.12888914,449.588735294,434.813760181,360.919052036,374.565072398,389.747099548,402.796599548,416.448257919,435.315361991,454.281538462,438.922798643,422.07418552,406.897020362,393.357902715,377.029325792,367.652104072,392.056271493,404.923938914,419.243859729,446.691425339,418.734678733,404.416156109,391.537395928,406.869162896,441.5405181,476.077477376,509.727420814,542.534493213,571.015678733,594.11641629,610.681004525,612.280970588,601.665230769,577.075488688,547.187574661,515.945140271,482.55111086,448.514040724,413.894848416,379.494312217,382.807436652,368.617341629,362.847873303,364.825843891,370.601063348,363.5405,353.198762443,347.492472851,348.379244344,358.11228733,400.177463801,425.92711086,451.480004525,477.573979638,490.177714932,494.983807692,498.425927602,491.560307692,483.798904977,412.55079638,405.839852941,404.589239819,409.416221719,414.946692308,416.918328054,400.526472851,392.198744344,390.74720362,393.858791855,400.730031674,402.472572398,536.751821267,529.145647059,524.147943439,526.111418552,520.701782805,520.516773756,522.313945701,540.818323529,550.759391403,555.081816742,555.441957014,551.181278281,537.601760181,535.441269231,535.111470588,531.332506787,525.46841629,533.889278281,538.036382353,538.20340724
320,is there anything you regret,730.02,733.105,21948.0,731.566666667,0.952261150538,1.0,270.69855914,283.325473118,298.798107527,317.554107527,341.085150538,369.710806452,396.914903226,424.883354839,454.040236559,481.135215054,499.949913978,515.154784946,523.172849462,523.555150538,519.230215054,513.081096774,504.658462366,272.950860215,283.217258065,301.639860215,323.943107527,346.965741935,396.65,415.00288172,434.434569892,454.686032258,471.675526882,385.940698925,391.594354839,397.55427957,403.907387097,384.049688172,398.555946237,413.02616129,425.628935484,436.318602151,307.828913978,319.249709677,335.000827957,350.994064516,337.809451613,322.391172043,421.161774194,433.752806452,449.997795699,464.476763441,453.61911828,437.894032258,377.77311828,391.371225806,406.940731183,421.596795699,434.458333333,454.731903226,473.810483871,463.576247312,448.419354839,433.875387097,418.902387097,399.18811828,385.346215054,412.33744086,426.305301075,440.218322581,466.385247312,441.429376344,427.56411828,413.548537634,437.179494624,470.192451613,501.854462366,531.903526882,558.366451613,577.892215054,591.664451613,598.819763441,592.509021505,574.304473118,543.808344086,511.351301075,480.372322581,449.349752688,419.384946237,389.198301075,360.640688172,396.908451613,378.726591398,367.623462366,364.71772043,367.555580645,350.824946237,335.340193548,325.550354839,322.046956989,329.046301075,395.988731183,417.230935484,438.080043011,459.604784946,485.395967742,485.169849462,484.630774194,476.664677419,468.021193548,427.419870968,418.093053763,413.255967742,415.716591398,424.720064516,429.515215054,391.439182796,380.113075269,375.03344086,375.620591398,385.702365591,391.002376344,539.908795699,524.687225806,513.986784946,513.048215054,504.506602151,502.868258065,505.29988172,526.921301075,541.244623656,548.768064516,552.664473118,551.388096774,538.397430108,527.987688172,524.357978495,517.881150538,509.364580645,522.330462366,529.467311828,533.293215054
320,how have you been feeling lately,381.817,618.509,15006.0,500.166666667,0.942037583749,0.995493592452,363.610902943,363.257531672,365.693542515,371.554791015,383.726592874,403.99759724,428.007526827,456.817010844,490.637843402,522.846411069,549.48810759,573.2145495,592.603895508,605.341930855,613.320974229,618.265195465,620.00700676,389.036968709,407.644717716,432.861999014,458.642044078,481.770851429,528.275329813,551.203142374,573.501323616,594.505994789,608.076828334,505.643258837,506.007408393,506.681723983,507.393156316,473.748010703,488.205696381,502.748039994,517.129644135,529.988153359,413.607560062,429.363218702,447.319657654,462.627148993,446.552643571,428.803704549,538.336657231,554.028203774,571.23968779,584.094925926,571.373483031,554.42908196,446.486846641,468.698765104,488.56009548,501.45531052,515.108137586,532.29343177,545.663659062,531.292462048,514.322011266,499.807732995,485.556989438,466.267958316,455.772836924,487.246632587,500.555065061,514.370297141,537.813650049,514.525091255,500.595452753,487.186152655,407.509757358,440.49895902,472.757843262,504.505079425,536.686487678,566.599547388,592.903676384,615.503115054,623.965334319,617.943355865,596.312538797,570.452376567,543.047610618,513.895589494,484.103767216,453.522541614,422.647332488,383.875347416,372.396480073,370.633822842,377.172176595,388.720278693,389.714507112,380.236995775,376.415297,379.668354035,391.654685396,421.434617237,444.413149556,467.22855626,490.850345444,505.010971835,510.447130545,515.015957471,511.75166554,506.994743839,417.200106041,411.724449796,412.807812702,422.697654415,426.020422757,425.188183636,424.680668638,415.949714125,416.817916631,423.250345444,429.771318265,429.330358964,553.751415857,546.568388114,542.479594705,546.614530629,543.189085058,548.116230249,555.530645684,571.392628503,579.2272525,580.743722433,579.087019575,570.999660189,555.27015871,556.131874243,557.597192367,556.586069708,556.520348683,559.972550063,561.372002817,559.629964512
320,have you ever been diagnosed with p_t_s_d,452.762,517.124,14549.5,484.95,0.949761045549,1.0,410.057216874,407.259267598,406.637266046,409.160975155,418.733740683,437.308153727,460.189614907,489.028637681,522.657968944,553.320931159,578.369654762,600.112580745,618.643140787,632.084406315,641.859983437,648.780430642,652.480124224,444.162613354,464.100531056,489.551065735,514.818646998,536.574625776,582.246982919,603.252232402,623.006734472,640.92207971,651.478786232,557.093831781,557.068986542,557.463322981,557.778887164,520.375982402,534.325300725,548.21881677,561.936643375,574.088595756,464.916071946,481.405170807,498.551930124,512.52685766,496.658437371,479.776430642,584.666647516,600.099756211,615.89211646,626.556356108,614.835035197,599.314137681,485.538485507,510.570549689,531.523019151,544.22751294,557.790580228,572.824200311,582.677745859,569.294182712,553.235630952,539.191442547,525.137391304,505.623940476,494.969632505,528.620966874,541.94517236,555.438659938,575.540527433,555.078695652,541.534949275,528.168171325,363.939018116,395.926169772,427.575721014,459.074787785,490.847047619,520.494231366,546.491596273,568.890766563,578.383642857,575.168782609,557.093653209,534.959268116,510.299504141,483.238690994,455.426241718,426.8863147,398.368891304,334.92347619,323.45225207,321.89855383,329.081604555,341.59175207,346.583582816,339.299568323,338.133187888,343.144529503,356.432142857,377.06434265,397.778091615,418.228467391,439.563795031,454.946546584,460.784319358,466.045347826,464.146097308,460.708947205,371.156648551,366.421219979,368.288554348,377.978014493,380.530305901,378.844905797,385.448473602,379.121377847,381.407696687,388.891730331,393.312241718,391.42032971,503.363435818,495.575660973,492.126741201,496.994152174,494.737757246,501.849517081,512.266217391,525.404147516,530.897784679,531.244286749,528.778378882,520.349538302,504.885670807,506.167752588,508.376986542,508.457862319,512.238638716,512.12442029,512.470046066,510.07864648
321,how have you been feeling lately,411.95,420.35,12485.5,416.15,0.946943787402,1.0,375.960783465,377.119074803,382.286818898,390.754110236,404.300228346,424.435417323,446.925440945,473.878956693,507.467334646,542.051594488,572.543255906,598.533346457,616.893334646,627.527515748,632.928503937,636.386771654,638.122661417,391.790448819,406.518377953,429.666413386,453.64711811,475.104204724,528.929913386,553.82853937,578.208681102,600.810724409,615.401188976,502.343677165,501.772814961,501.323440945,501.010090551,475.310535433,488.481614173,502.339673228,517.117783465,530.218586614,418.560901575,432.51753937,449.369688976,464.494748031,449.057066929,432.315472441,539.329519685,555.007940945,571.959566929,585.707338583,572.711818898,555.974948819,459.694720472,476.070200787,491.921318898,504.685748031,518.678767717,535.678389764,551.956326772,536.267425197,520.545570866,505.392248031,491.889625984,475.884622047,467.640720472,492.350889764,505.179003937,519.571720472,543.579854331,519.463940945,504.961783465,492.105980315,382.368744094,421.674877953,461.758279528,500.185318898,536.730169291,566.984204724,590.718220472,608.727318898,613.321862205,606.81369685,585.617055118,559.424625984,529.376834646,495.322484252,459.961070866,423.849488189,388.001090551,354.950964567,338.476007874,333.470992126,338.028874016,347.809566929,345.466338583,335.693716535,331.185106299,335.320212598,349.934507874,382.670917323,407.308287402,431.695232283,456.808027559,473.236992126,478.829779528,483.196775591,478.414877953,472.319767717,389.298271654,382.676098425,382.496338583,389.213362205,394.169681102,394.934846457,388.168137795,380.535775591,380.727858268,386.339405512,392.208133858,392.362326772,525.687952756,515.873523622,510.850826772,514.235377953,510.528688976,514.807149606,522.181531496,534.951047244,541.100783465,543.328795276,542.49719685,537.861937008,525.81646063,523.513807087,524.335110236,522.645996063,523.256688976,523.39007874,525.916933071,525.063192913
321,is there anything you regret,629.79,662.815,19390.0,646.3,0.942813223007,1.0,396.436348133,396.901059536,401.324074672,409.459781029,423.275606458,444.146446014,467.754551968,496.105138244,531.379240161,567.448744702,599.229715439,626.113228052,644.968841574,655.684385469,660.894837538,664.433086781,666.496643794,413.28286781,428.332755802,452.21242886,477.069833502,499.242685166,556.105402624,581.607139253,606.697691221,629.824297679,644.679737639,527.632379415,526.883952573,526.254237134,525.74132997,498.77152775,512.560026236,527.036413724,542.408611504,556.051056509,441.027911201,455.682985873,472.924465187,488.705460141,472.616455096,455.502877901,565.585650858,582.288174571,599.66239556,613.887194753,600.266030272,583.073917255,481.264423814,499.41838446,516.30316448,529.412553986,543.758564077,561.544306761,579.273704339,562.014251261,545.410974773,529.893328961,516.128932392,499.035996973,489.390841574,516.648171544,529.795206862,544.519740666,570.648094854,544.416159435,529.576708375,516.3990111,398.847985873,439.410007064,480.785519677,520.545108981,558.112638749,589.270720484,613.670496468,632.58719778,637.672237134,630.998359233,609.439941473,582.844753784,552.068778002,516.990546922,480.527916246,443.314962664,406.33526337,369.986377397,352.98794551,348.05251665,353.265077699,364.020695257,361.883578204,351.477464178,346.72447225,350.914986882,365.968185671,401.280040363,426.777783047,452.003986882,478.015498486,494.120474268,500.216519677,504.996665994,499.885264379,493.473050454,407.718961655,401.671983855,401.599794147,407.818346115,412.909140262,413.623326942,407.459897074,400.407731584,400.663687185,405.902495459,411.841706357,411.949501514,545.470090817,537.458200807,533.375343088,536.813616549,533.080328961,536.643761857,542.386091826,556.474095863,563.079189707,565.375140262,564.549492432,559.351225025,545.968613522,545.682128153,546.645046418,544.809630676,543.801046418,545.493886983,548.056379415,547.168173562
321,have you ever been diagnosed with p_t_s_d,366.615,412.265,11684.0,389.433333333,0.945448355945,1.0,387.76153027,388.52162655,393.230363239,401.545142232,415.172738877,435.364886214,458.145636032,485.726003647,519.453817651,553.620256018,583.68739752,609.310301969,627.631932896,638.386091904,643.850088257,647.635773158,649.837355215,404.301678337,418.365115244,441.227683443,465.203304158,486.641281546,542.605290299,567.053317287,591.029489424,613.424878191,628.095866521,514.787469001,514.364419402,513.992595915,513.693900802,487.686250912,501.047555799,515.121972283,529.911467542,543.100918308,431.579996353,445.835635303,462.695642597,477.951150255,462.444850474,445.7392407,551.902375638,567.915803063,584.877905179,598.660041575,585.693463166,568.906621444,471.368536834,488.44579504,504.758595915,517.498323122,531.399338439,548.738687819,565.610725018,549.449743253,533.363214442,518.278636761,504.815667396,488.276797228,479.41957841,505.037705325,517.856354486,532.115679796,557.345882567,532.07285485,517.691544128,504.796612691,379.611760759,418.333066375,457.566167761,495.373109409,531.474157549,561.956065646,586.388052516,605.209709701,610.134236324,603.360680525,582.155948942,555.738768053,525.454814734,491.189543399,455.370043034,418.728407002,382.162835886,352.614112327,335.991538293,331.200479212,336.05552954,346.013716995,343.521890591,333.023369803,327.952314369,331.569932166,345.870801605,381.089185266,405.998690737,430.691603939,456.094123268,470.947985412,476.865013129,481.41901167,476.240827133,469.979029176,387.47740919,381.375031364,381.198948213,387.40295186,392.453256018,393.229803793,386.283907367,379.037768053,379.051851933,384.057595915,390.204465354,390.534165573,520.748256018,512.385056893,508.074553611,511.392876003,507.662667396,511.225245077,517.272347192,531.867559446,538.634700219,540.920129832,540.083608315,534.741579139,521.198185996,520.334268417,521.249535376,519.443594457,518.697857768,521.047126185,523.556377826,522.619838804
326,how have you been feeling lately,424.99,428.36,12801.5,426.683333333,0.907928196078,1.0,316.982323529,323.876784314,332.768166667,343.603980392,357.697117647,376.294039216,396.269166667,418.786303922,444.572186275,471.452598039,492.962568627,512.149392157,524.705568627,529.013470588,527.778823529,524.559607843,519.248313725,314.259176471,323.582764706,341.695764706,362.068705882,381.834303922,410.981470588,431.580156863,454.246637255,477.184941176,494.778519608,402.478735294,404.455931373,406.548117647,409.074803922,392.199343137,404.153627451,416.452245098,428.499176471,439.127676471,336.846343137,346.235362745,360.148156863,374.55204902,362.074666667,348.399598039,436.182333333,448.717362745,463.322931373,476.902470588,465.832715686,451.410421569,386.236284314,398.519490196,411.377294118,422.558127451,433.810931373,452.059333333,471.037686275,457.066078431,441.629490196,428.965392157,417.252098039,402.224754902,392.458313725,414.12745098,425.060421569,437.035617647,464.04845098,437.538441176,425.471098039,414.454460784,397.022568627,423.443794118,449.290323529,474.09204902,498.027803922,518.603343137,536.00777451,550.393284314,551.288882353,539.390617647,516.045411765,489.054509804,461.996362745,433.306078431,405.321539216,377.804666667,351.226529412,372.076970588,357.799343137,351.625901961,352.086735294,357.760088235,351.000352941,338.006019608,330.253,330.148980392,339.755529412,380.610745098,399.742598039,418.715696078,438.408558824,454.381882353,456.867529412,458.263617647,452.375343137,446.047539216,394.615980392,387.720058824,385.663862745,390.543303922,396.004862745,398.55027451,377.816901961,367.504892157,365.131617647,367.41304902,375.250872549,378.232382353,494.731431373,486.922686275,481.369941176,482.391470588,476.746754902,476.105519608,476.80945098,494.467519608,504.357421569,508.411392157,509.713117647,506.272088235,494.837107843,491.342637255,490.375862745,486.585519608,479.238137255,489.634215686,493.679098039,494.649235294
326,have you been diagnosed with depression,459.14,466.1,13879.5,462.616666667,0.851182571429,0.990476190476,303.735019048,311.514242857,321.52717619,333.4476,349.095209524,369.194109524,390.166819048,413.165,439.34342381,466.029166667,487.252295238,505.442538095,516.775452381,520.059995238,518.105595238,514.625519048,509.559052381,305.004090476,312.367857143,330.323457143,351.516804762,372.354709524,401.305638095,421.929704762,444.609414286,467.789461905,485.357038095,392.903509524,395.123347619,397.386261905,400.111371429,384.196461905,396.14352381,408.410466667,420.455828571,431.141633333,328.219247619,337.758738095,351.531728571,365.7949,353.743566667,340.096161905,426.824757143,439.219038095,453.700552381,467.150247619,456.413752381,442.075528571,380.186657143,392.875190476,405.499609524,416.339109524,427.183871429,444.731166667,463.655395238,449.216628571,434.377561905,422.215709524,411.095519048,396.54987619,386.383166667,408.18262381,418.742057143,430.326714286,456.576728571,430.256914286,418.665690476,408.133214286,395.065761905,422.75562381,449.696690476,475.800366667,501.084204762,522.674090476,540.787885714,555.189328571,555.501342857,542.603885714,518.543733333,490.967747619,463.575147619,435.230085714,407.426447619,379.79792381,352.075566667,383.275928571,368.067709524,360.996304762,361.075595238,366.197833333,358.511185714,345.363538095,337.016542857,336.686061905,346.400228571,387.867971429,407.486842857,427.018609524,447.285233333,462.433519048,464.760747619,466.185280952,459.787361905,452.913395238,402.570904762,395.907171429,393.515728571,397.824261905,403.545080952,406.466657143,384.0583,373.729142857,371.088604762,372.888095238,381.069919048,384.264447619,501.930880952,495.999219048,490.867304762,491.564438095,485.735271429,483.984180952,482.27117619,499.817066667,509.697704762,514.173357143,515.760990476,512.970538095,502.218533333,499.807980952,498.704166667,494.385480952,485.367433333,496.17307619,500.630133333,501.736861905
326,is there anything you regret,256.97,260.3,7760.0,258.633336634,0.935443792079,1.0,444.447831683,437.446445545,432.579564356,430.746643564,435.002861386,446.487940594,461.568970297,481.358386139,506.885534653,533.259306931,558.26080198,581.892316832,603.218356436,619.930356436,632.718069307,644.165079208,653.847584158,467.600980198,485.670762376,508.593267327,530.379851485,548.896574257,577.842059406,599.746851485,620.041356436,638.105455446,647.011366337,558.222287129,554.375732673,550.550435644,546.516910891,516.342049505,527.189207921,538.372287129,550.947128713,562.558584158,484.91449505,499.268326733,513.444019802,524.362376238,510.688722772,496.422712871,584.541148515,600.03470297,613.394950495,622.58570297,611.16570297,597.673930693,484.568217822,504.733613861,521.298663366,531.224356436,543.851782178,557.647207921,569.647247525,553.187287129,537.769118812,524.881346535,513.493663366,499.141594059,491.605227723,518.125920792,528.774752475,541.223514851,563.16150495,540.643009901,528.23250495,517.418594059,328.387633663,357.559287129,386.733277228,416.022019802,446.072455446,474.818425743,500.897118812,523.558336634,534.997821782,536.610069307,526.497950495,511.426534653,491.881683168,467.827158416,441.70809901,415.30450495,387.494623762,327.71149505,317.606970297,319.105693069,328.03860396,340.915138614,348.113475248,346.248544554,349.324009901,358.924019802,375.137306931,365.099683168,382.550990099,400.081207921,418.412237624,425.724445545,432.907445545,439.551910891,439.298455446,438.451455446,349.942435644,347.824257426,351.42350495,361.70149505,361.485811881,358.190514851,378.225534653,374.828346535,379.294643564,387.620346535,389.362831683,385.363475248,458.029227723,458.082207921,459.184930693,464.938415842,465.314059406,472.511722772,480.888920792,489.201663366,490.845653465,488.875920792,484.697118812,475.358118812,461.041574257,468.396366337,472.58709901,474.404089109,479.987881188,477.015217822,475.192445545,470.823633663
